# type name nspin lmmax     conc            zat              qws             mws            ((idosws(lm,ns),lm=1,lmmax),ns=1,nspin)
    1   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02  0.14511674D+01  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970436D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742988D-02  0.66495012D-02
    2   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02 -0.14511674D+01  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742989D-02  0.66495012D-02  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970435D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02
    3   Si    2    16  0.12000000D+00  0.14000000D+02  0.13938676D+02 -0.10164403D-09  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02
    4   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02  0.14511674D+01  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970436D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742988D-02  0.66495012D-02
    5   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02 -0.14511674D+01  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742989D-02  0.66495012D-02  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970435D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02
    6   Si    2    16  0.12000000D+00  0.14000000D+02  0.13938676D+02 -0.10172663D-09  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02
    7   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02  0.14511674D+01  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970435D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742988D-02  0.66495012D-02
    8   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02 -0.14511674D+01  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742989D-02  0.66495012D-02  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970435D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02
    9   Si    2    16  0.12000000D+00  0.14000000D+02  0.13938676D+02 -0.10165468D-09  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02
   10   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02  0.14511674D+01  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970435D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742988D-02  0.66495012D-02
   11   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02 -0.14511674D+01  0.33012298D+00  0.13744820D+00  0.12928477D+00  0.12343016D+00  0.50379817D+00  0.50691752D+00  0.50387882D+00  0.51906236D+00  0.52364443D+00  0.65610652D-02  0.63373221D-02  0.88536215D-02  0.52414838D-02  0.71600253D-02  0.59742989D-02  0.66495012D-02  0.34072906D+00  0.14179749D+00  0.13333835D+00  0.12804745D+00  0.78517327D+00  0.78170556D+00  0.79980899D+00  0.81385323D+00  0.80394990D+00  0.65970435D-02  0.64300841D-02  0.88608780D-02  0.53242015D-02  0.72122675D-02  0.60194067D-02  0.66849235D-02
   12   Si    2    16  0.12000000D+00  0.14000000D+02  0.13938676D+02 -0.10172752D-09  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02  0.64898922D+00  0.35520494D+00  0.34221164D+00  0.33264929D+00  0.49814892D-01  0.51219779D-01  0.49303311D-01  0.43903012D-01  0.45654312D-01  0.70630914D-02  0.68591180D-02  0.94855387D-02  0.56021624D-02  0.76851228D-02  0.65488763D-02  0.71436216D-02
   13   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02  0.14511674D+01  0.34072906D+00  0.13333835D+00  0.12804745D+00  0.14179749D+00  0.78170556D+00  0.81385323D+00  0.80924061D+00  0.78517327D+00  0.79451829D+00  0.67403369D-02  0.64300842D-02  0.46032714D-02  0.63036269D-02  0.64598549D-02  0.75935643D-02  0.89980669D-02  0.33012298D+00  0.12928477D+00  0.12343016D+00  0.13744820D+00  0.50691752D+00  0.51906236D+00  0.52447342D+00  0.50379817D+00  0.50304982D+00  0.66639614D-02  0.63373222D-02  0.45518214D-02  0.62788251D-02  0.64307966D-02  0.75307015D-02  0.89838903D-02
   14   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02 -0.14511674D+01  0.33012298D+00  0.12928477D+00  0.12343016D+00  0.13744820D+00  0.50691752D+00  0.51906236D+00  0.52447342D+00  0.50379817D+00  0.50304982D+00  0.66639614D-02  0.63373222D-02  0.45518214D-02  0.62788251D-02  0.64307967D-02  0.75307015D-02  0.89838903D-02  0.34072906D+00  0.13333835D+00  0.12804745D+00  0.14179749D+00  0.78170556D+00  0.81385323D+00  0.80924061D+00  0.78517327D+00  0.79451829D+00  0.67403369D-02  0.64300842D-02  0.46032714D-02  0.63036269D-02  0.64598549D-02  0.75935643D-02  0.89980669D-02
   15   Si    2    16  0.12000000D+00  0.14000000D+02  0.13938676D+02 -0.10172219D-09  0.64898922D+00  0.34221164D+00  0.33264930D+00  0.35520494D+00  0.51219780D-01  0.43903012D-01  0.43736487D-01  0.49814892D-01  0.51221137D-01  0.71495344D-02  0.68591181D-02  0.50015045D-02  0.67168921D-02  0.69221515D-02  0.81118525D-02  0.96264789D-02  0.64898922D+00  0.34221164D+00  0.33264930D+00  0.35520494D+00  0.51219780D-01  0.43903012D-01  0.43736487D-01  0.49814892D-01  0.51221137D-01  0.71495344D-02  0.68591181D-02  0.50015045D-02  0.67168921D-02  0.69221514D-02  0.81118525D-02  0.96264789D-02
   16   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02  0.14511674D+01  0.34072906D+00  0.13333835D+00  0.12804745D+00  0.14179749D+00  0.78170556D+00  0.81385323D+00  0.80924061D+00  0.78517327D+00  0.79451829D+00  0.67403369D-02  0.64300842D-02  0.46032714D-02  0.63036269D-02  0.64598549D-02  0.75935643D-02  0.89980669D-02  0.33012298D+00  0.12928477D+00  0.12343016D+00  0.13744820D+00  0.50691752D+00  0.51906236D+00  0.52447342D+00  0.50379817D+00  0.50304982D+00  0.66639614D-02  0.63373222D-02  0.45518214D-02  0.62788251D-02  0.64307966D-02  0.75307015D-02  0.89838903D-02
   17   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02 -0.14511674D+01  0.33012298D+00  0.12928477D+00  0.12343016D+00  0.13744820D+00  0.50691752D+00  0.51906236D+00  0.52447342D+00  0.50379817D+00  0.50304982D+00  0.66639614D-02  0.63373222D-02  0.45518214D-02  0.62788251D-02  0.64307967D-02  0.75307015D-02  0.89838903D-02  0.34072906D+00  0.13333835D+00  0.12804745D+00  0.14179749D+00  0.78170556D+00  0.81385323D+00  0.80924061D+00  0.78517327D+00  0.79451829D+00  0.67403369D-02  0.64300842D-02  0.46032714D-02  0.63036269D-02  0.64598549D-02  0.75935643D-02  0.89980669D-02
   18   Si    2    16  0.12000000D+00  0.14000000D+02  0.13938676D+02 -0.10162715D-09  0.64898922D+00  0.34221164D+00  0.33264930D+00  0.35520494D+00  0.51219780D-01  0.43903012D-01  0.43736487D-01  0.49814892D-01  0.51221137D-01  0.71495344D-02  0.68591181D-02  0.50015045D-02  0.67168921D-02  0.69221515D-02  0.81118525D-02  0.96264789D-02  0.64898922D+00  0.34221164D+00  0.33264930D+00  0.35520494D+00  0.51219780D-01  0.43903012D-01  0.43736487D-01  0.49814892D-01  0.51221137D-01  0.71495344D-02  0.68591181D-02  0.50015045D-02  0.67168921D-02  0.69221514D-02  0.81118525D-02  0.96264789D-02
   19   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26099897D+02  0.14511674D+01  0.34072906D+00  0.13333835D+00  0.12804745D+00  0.14179749D+00  0.78170556D+00  0.81385323D+00  0.80924061D+00  0.78517327D+00  0.79451829D+00  0.67403369D-02  0.64300842D-02  0.46032714D-02  0.63036269D-02  0.64598549D-02  0.75935643D-02  0.89980669D-02  0.33012298D+00  0.12928477D+00  0.12343016D+00  0.13744820D+00  0.50691752D+00  0.51906236D+00  0.52447342D+00  0.50379817D+00  0.50304982D+00  0.66639614D-02  0.63373222D-02  0.45518214D-02  0.62788251D-02  0.64307966D-02  0.75307015D-02  0.89838903D-02
