# site betah h T M DoS(Ef) N Ef
sublattice 1 10.0 0.00016611622518006387 2.622767812406482
sublattice 2 4.651096274334821 7.967209908324819e-05 2.7045730853755106
1 10.0 0.00018347779339288988 2.8970376925338335 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
2 10.0 0.0001478712722041453 2.3348255563027074 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
3 10.0 0.0001834777932619552 2.897037690466432 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
4 10.0 0.00014787127335655668 2.334825574498799 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
5 10.0 0.00014874159685603243 2.3485676200469703 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
6 10.0 0.00018412868346960517 2.9073149750632727 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
7 10.0 0.00014874159739167674 2.3485676285045765 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
8 10.0 0.00018412868389468205 2.9073149817750674 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
9 10.0 0.00015047245905807873 2.375897213581012 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
10 10.0 0.000186940240125445 2.9517082865842386 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
11 10.0 0.00015047245992807503 2.3758972273179007 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
12 10.0 0.00018694024058903618 2.9517082939041486 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
13 10.0 0.00014840557407514408 2.3432619621444544 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
14 10.0 0.0001788393191740144 2.823798115736459 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
15 10.0 0.00014840557497358467 2.3432619763304636 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
16 10.0 0.0001788393191914517 2.823798116011794 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
17 10.0 0.00014935954312494625 2.35832473403804 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
18 10.0 0.00018094202447952758 2.8569989570209473 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
19 10.0 0.00014935954337987536 2.3583247380632644 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
20 10.0 0.0001809420249662038 2.8569989647053626 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
21 10.0 0.00018202135006422244 2.8740410578726965 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
22 10.0 0.0001521948432535956 2.403092947815046 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
23 10.0 0.00018202135053612607 2.8740410653238624 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
24 10.0 0.00015219484357656844 2.4030929529146543 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
25 4.651096274334821 7.923392901366608e-05 2.6898403732676566 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
26 4.651096274334821 8.01102691528229e-05 2.719590447588615 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
27 0.0 -2.1937154217050855e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
28 0.0 -2.1919912340954965e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
29 0.0 -1.3399506302283162e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
30 0.0 -1.3395204435903416e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
31 0.0 -1.3395077810825554e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
32 0.0 -1.3372049072176742e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
33 0.0 -1.3404316834296422e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
34 0.0 -1.3396033638868344e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
35 0.0 -1.3396915308381646e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
36 0.0 -1.338151019802351e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
37 0.0 -1.341827711381607e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
38 0.0 -1.3392878345358007e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
39 0.0 -1.3380309585517043e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
40 0.0 -1.338040208635218e-13 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
41 0.0 -5.207010282186804e-14 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
42 0.0 -5.21707042214909e-14 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
43 0.0 -5.1919466968319954e-14 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
44 0.0 -5.200463019799409e-14 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
45 0.0 -5.222412745077643e-14 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
46 0.0 -5.2120415608025174e-14 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
47 0.0 -5.1940546912510555e-14 0.0 34.473354134579154 636.5333234549314 214.492335484259 0.7027925800249059
