# site betah h T M DoS(Ef) N Ef
sublattice 1 1.0 0.00010195896660937823 16.098047949225723
sublattice 2 2.975090405287066e-07 3.035534701951556e-11 16.109528379261832
1 1.0 0.00010535052620446219 16.634408795446962 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
2 1.0 9.892458542889872e-05 15.619779519460698 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
3 1.0 0.00010535052623321186 16.63440879998641 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
4 1.0 9.892458546703654e-05 15.619779525482484 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
5 1.0 9.89346574593217e-05 15.621369851329689 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
6 1.0 0.00010555522477038636 16.66672984637421 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
7 1.0 9.893465755590022e-05 15.621369866579048 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
8 1.0 0.00010555522483572126 16.666729856690335 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
9 1.0 9.8923472225039e-05 15.619603749532002 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
10 1.0 0.0001056036476329597 16.674375613018206 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
11 1.0 9.892347234755266e-05 15.6196037688764 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
12 1.0 0.0001056036476422091 16.674375614478645 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
13 1.0 9.89110977446363e-05 15.617649870928757 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
14 1.0 0.00010422073166580032 16.456018946514963 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
15 1.0 9.891109775769521e-05 15.617649872990714 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
16 1.0 0.00010422073167440307 16.456018947873297 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
17 1.0 9.897349948362021e-05 15.627502844823983 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
18 1.0 0.00010452773645669048 16.504493721935876 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
19 1.0 9.897349951550114e-05 15.627502849857851 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
20 1.0 0.00010452773643367871 16.504493718302427 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
21 1.0 0.00010440903203861476 16.48575079008131 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
22 1.0 9.917338795528067e-05 15.659064401550724 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
23 1.0 0.00010440903216781382 16.4857508104813 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
24 1.0 9.91733879290919e-05 15.659064397415637 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
25 2.975090405287066e-07 5.872709360282343e-11 31.168005266382025 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
26 2.975090405287066e-07 1.983608521071525e-12 1.0527529465315304 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
27 0.0 -7.596750551668092e-15 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
28 0.0 -7.608577346833955e-15 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
29 0.0 1.1056737583895583e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
30 0.0 1.1048984136755807e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
31 0.0 1.1020227518621858e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
32 0.0 1.1057492386017597e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
33 0.0 1.1029129535421867e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
34 0.0 1.104327274961725e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
35 0.0 1.1060315337372416e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
36 0.0 1.1050607418825696e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
37 0.0 1.1066616647900518e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
38 0.0 1.1038521993514496e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
39 0.0 1.1055322159838489e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
40 0.0 1.103865408387233e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
41 0.0 -1.1731268131413138e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
42 0.0 -1.1736907112927204e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
43 0.0 -1.1746626254031147e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
44 0.0 -1.1737419232232812e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
45 0.0 -1.1690511372614706e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
46 0.0 -1.173541028892113e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
47 0.0 -1.171575533656072e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
48 0.0 -1.174469086018672e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
49 0.0 -1.1735153545065418e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
50 0.0 -1.1722408293915435e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
51 0.0 -1.1739560780490033e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
52 0.0 -1.17519948479977e-13 0.0 9.831283726632504 611.1651505245594 214.47998707090792 0.7335051377653012
