# site betah h T M DoS(Ef) N Ef
sublattice 1 0.1 7.898773914446652e-05 124.7117791042419
sublattice 2 0.04895515440192596 3.8270600258917304e-05 123.42826973021894
1 0.1 7.909890347524094e-05 124.89387193083424 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
2 0.1 7.891615512003283e-05 124.60531988810872 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
3 0.1 7.909890346470975e-05 124.89387191420593 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
4 0.1 7.891615514127266e-05 124.60531992164557 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
5 0.1 7.891984651010227e-05 124.6111484396597 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
6 0.1 7.912228972960998e-05 124.93079785320694 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
7 0.1 7.891984651416838e-05 124.61114844607998 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
8 0.1 7.912228973071104e-05 124.93079785494547 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
9 0.1 7.89172025557691e-05 124.6069737461994 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
10 0.1 7.911185437067853e-05 124.91432085598976 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
11 0.1 7.891720257193015e-05 124.60697377171707 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
12 0.1 7.911185437708814e-05 124.91432086611026 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
13 0.1 7.891375810117883e-05 124.60153509486015 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
14 0.1 7.89888980302554e-05 124.72017791753218 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
15 0.1 7.891375811521105e-05 124.60153511701644 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
16 0.1 7.898889802080825e-05 124.72017790261556 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
17 0.1 7.891554112985967e-05 124.60435042398949 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
18 0.1 7.901040023193995e-05 124.75412899943538 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
19 0.1 7.89155411272369e-05 124.60435041984816 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
20 0.1 7.90104002355506e-05 124.75412900513645 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
21 0.1 7.900489009354466e-05 124.74542871993522 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
22 0.1 7.893313036199733e-05 124.6321230883548 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
23 0.1 7.900489009624318e-05 124.74542872419607 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
24 0.1 7.893313036062793e-05 124.63212308619256 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
25 0.04895515440192596 3.827334696864923e-05 123.44363045393823 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
26 0.04895515440192596 3.8267853549187836e-05 123.42591244137452 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
27 0.0 -8.683793972547204e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
28 0.0 -8.675638348291566e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
29 0.0 -5.5897890865220486e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
30 0.0 -5.789312447519005e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
31 0.0 -5.758470147781883e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
32 0.0 -5.811357267731537e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
33 0.0 -5.726958958810113e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
34 0.0 -5.6470748560427254e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
35 0.0 -5.690186808365587e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
36 0.0 -5.762155141791825e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
37 0.0 -5.860032177722252e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
38 0.0 -5.68182965586079e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
39 0.0 -5.7111032948409974e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
40 0.0 -5.800151618794935e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
41 0.0 -2.7745129738980608e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
42 0.0 -2.7522136256139854e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
43 0.0 -2.951065707935574e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
44 0.0 -2.8862965035473263e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
45 0.0 -2.7146429319315683e-15 0.0 1.2244181680933073 603.2675829980816 214.4804325540237 0.7081071099983706
