# site betah h T M DoS(Ef) N Ef
sublattice 1 0.5 7.606267841540955e-05 24.01869467682841
sublattice 2 1.1342815418753665e-07 1.6860087977294948e-11 23.46857731748789
1 0.5 7.74291520836643e-05 24.451480633741017 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
2 0.5 7.47232147882769e-05 23.596968187069706 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
3 0.5 7.742915209424798e-05 24.451480637083268 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
4 0.5 7.472321480246462e-05 23.596968191550065 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
5 0.5 7.480680152763908e-05 23.62336418004806 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
6 0.5 7.777266759884082e-05 24.5599599730441 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
7 0.5 7.4806801572683e-05 23.62336419427256 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
8 0.5 7.777266762942332e-05 24.55995998270181 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
9 0.5 7.490856905029856e-05 23.655501521936174 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
10 0.5 7.760570944044778e-05 24.507235980303548 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
11 0.5 7.490856910800261e-05 23.655501540158646 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
12 0.5 7.760570944154812e-05 24.507235980651036 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
13 0.5 7.483196139527706e-05 23.631309457701878 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
14 0.5 7.690592157529701e-05 24.286248803090942 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
15 0.5 7.483196139755879e-05 23.631309458422436 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
16 0.5 7.69059215757463e-05 24.28624880323283 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
17 0.5 7.486137421106697e-05 23.640597783509687 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
18 0.5 7.695104888553547e-05 24.30049962871027 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
19 0.5 7.48613742211838e-05 23.6405977867045 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
20 0.5 7.695104886855971e-05 24.30049962334947 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
21 0.5 7.708665639465869e-05 24.343323350231486 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
22 0.5 7.486906393331618e-05 23.643026130171638 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
23 0.5 7.708665645594497e-05 24.343323369585182 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
24 0.5 7.48690639170598e-05 23.64302612503801 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
25 1.1342815418753665e-07 3.261790279144639e-11 45.405225510352096 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
26 1.1342815418753665e-07 1.1022748606260735e-12 1.5344039419439914 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
27 0.0 -4.016384765773125e-15 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
28 0.0 -4.0276983354508954e-15 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
29 0.0 5.714252772999654e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
30 0.0 5.724107220875562e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
31 0.0 5.724937296139902e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
32 0.0 5.744397802877654e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
33 0.0 5.734018398516908e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
34 0.0 5.698579129600462e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
35 0.0 5.732943165472586e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
36 0.0 5.722906898437837e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
37 0.0 5.718654878748466e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
38 0.0 5.72613183714809e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
39 0.0 5.720503699432485e-14 0.0 5.1449162466869085 609.314608987798 214.48058160288778 0.733777583041362
