# site betah h T M DoS(Ef) N Ef
sublattice 1 4.0 0.0004189982152439119 16.538646830047607
sublattice 2 4.4 6.011897394182795e-11 2.157280783360253e-06
1 4.0 0.0004258155435020963 16.80862452979744 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
2 4.0 0.00041298938679337153 16.302325349755044 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
3 4.0 0.00042581554379156377 16.808624541223875 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
4 4.0 0.0004129893871032755 16.302325361988192 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
5 4.0 0.00041403145279657495 16.34345981913454 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
6 4.0 0.00042578713469172577 16.80750312088545 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
7 4.0 0.00041403145328833274 16.343459838546178 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
8 4.0 0.0004257871350948533 16.807503136798505 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
9 4.0 0.0004141361706067757 16.34759344521178 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
10 4.0 0.00042610912911928637 16.820213516217404 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
11 4.0 0.00041413617114873934 16.347593466605243 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
12 4.0 0.0004261091293982981 16.820213527231093 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
13 4.0 0.00041347973944844997 16.3216815095778 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
14 4.0 0.000421632521597859 16.64350409741556 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
15 4.0 0.00041347973973505437 16.32168152089121 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
16 4.0 0.0004216325218723773 16.643504108251896 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
17 4.0 0.0004141282546421905 16.34728097073165 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
18 4.0 0.0004230253582468247 16.69848487391682 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
19 4.0 0.0004141282549396627 16.347280982474043 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
20 4.0 0.0004230253583944739 16.698484879745127 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
21 4.0 0.0004231986335854598 16.705324735656042 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
22 4.0 0.0004136452558617428 16.328215097042808 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
23 4.0 0.00042319863412885566 16.705324757106045 23.486045003269062 636.5958774663038 217.56641348947443 0.7363981
