# site betah h T M DoS(Ef) N Ef
sublattice 1 3.0 -0.00027887348538715415 -14.676880608024183
sublattice 2 -4.0457637076188374e-07 4.06777551055812e-11 -15.874653502237488
1 3.0 -0.000265913960589778 -13.995569084131594 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
2 3.0 -0.0002909247097671464 -15.311933447494996 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
3 3.0 -0.00026591396037353265 -13.995569072750174 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
4 3.0 -0.0002909247095252247 -15.311933434762176 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
5 3.0 -0.0002911750656562184 -15.32511016524875 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
6 3.0 -0.000265687840056951 -13.983667920566539 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
7 3.0 -0.00029117506528300276 -15.325110145605684 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
8 3.0 -0.00026568783980074416 -13.98366790708186 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
9 3.0 -0.00029120394984657154 -15.326630397136736 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
10 3.0 -0.000265022632524764 -13.94865675535009 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
11 3.0 -0.0002912039494130393 -15.32663037431908 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
12 3.0 -0.00026502263238869237 -13.948656748188373 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
13 3.0 -0.00029124159339222086 -15.328611648766648 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
14 3.0 -0.0002678037724943328 -14.095033558872354 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
15 3.0 -0.00029124159323479535 -15.328611640481029 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
16 3.0 -0.0002678037723471433 -14.095033551125473 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
17 3.0 -0.0002913345360834381 -15.333503404078137 21.17001995843628 626.5247651204809 214.48212172853383 0.7321578512743608
