# site betah h T M DoS(Ef) N Ef
1 4.0 0.00412795491616384 162.94671969935158 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
2 4.0 0.004136108965802593 163.26859230688058 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
3 4.0 0.004127954915700207 162.94671968105015 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
4 4.0 0.004136108965539482 163.2685922964946 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
5 4.0 0.004136105457318161 163.26845381311156 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
6 4.0 0.004127840464775759 162.94220184987702 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
7 4.0 0.004136105457525798 163.26845382130782 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
8 4.0 0.004127840463364909 162.94220179418505 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
9 4.0 0.004136524320277858 163.28498799200378 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
10 4.0 0.004128175871435166 162.95544167845054 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
11 4.0 0.0041365243201357624 163.2849879863947 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
12 4.0 0.004128175871105005 162.95544166541777 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
13 4.0 0.004136313036068529 163.27664776830838 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
14 4.0 0.004125975265523192 162.86857505232712 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
15 4.0 0.00413631303587052 163.27664776049215 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
16 4.0 0.004125975265197839 162.8685750394841 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
17 4.0 0.004136087175674022 163.26773216433392 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
18 4.0 0.004126657024921338 162.89548679459753 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
19 4.0 0.00413608717487002 163.26773213259673 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
20 4.0 0.004126657024532335 162.89548677924193 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
21 4.0 0.004126004064609314 162.86971186625277 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
22 4.0 0.004135866188637792 163.25900893119433 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
23 4.0 0.004126004064450197 162.86971185997177 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
24 4.0 0.004135866188207065 163.2590089141918 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
25 2.855329456115911 0.0029532157411195593 163.30881120004935 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
26 2.855329456115911 0.002953696175371985 163.3353785603373 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
27 0.0 -4.889695909885355e-16 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
28 0.0 -4.681014101544217e-16 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
29 0.0 -1.7923937959284956e-15 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
30 0.0 -1.2291741572198608e-15 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
31 0.0 -1.1915132868655437e-15 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
32 0.0 -1.3302112513031822e-15 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
33 0.0 -1.2647935480708118e-15 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
34 0.0 -1.2839606941162002e-15 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
35 0.0 -1.7697181399287355e-15 0.0 35.50868069710711 565.3459485304243 214.4808082659684 0.6532914630430114
