# type name nspin lmmax     conc            zat              qws             mws            ((idosws(lm,ns),lm=1,lmmax),ns=1,nspin)
    1   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26095998D+02  0.21286992D+01  0.35298125D+00  0.14115691D+00  0.13314628D+00  0.12841334D+00  0.85772318D+00  0.85575245D+00  0.86607711D+00  0.86970001D+00  0.86554404D+00  0.58564570D-02  0.57771341D-02  0.77838478D-02  0.47840277D-02  0.62717761D-02  0.54287869D-02  0.59519699D-02  0.33591193D+00  0.13420657D+00  0.12684598D+00  0.12157094D+00  0.44146891D+00  0.44865800D+00  0.43263123D+00  0.44960856D+00  0.45139303D+00  0.58022207D-02  0.56648477D-02  0.77456251D-02  0.46878499D-02  0.62038572D-02  0.53451406D-02  0.59047147D-02
    2   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26095998D+02 -0.21286992D+01  0.33591193D+00  0.13420657D+00  0.12684598D+00  0.12157094D+00  0.44146891D+00  0.44865800D+00  0.43263123D+00  0.44960856D+00  0.45139303D+00  0.58022207D-02  0.56648477D-02  0.77456251D-02  0.46878499D-02  0.62038572D-02  0.53451406D-02  0.59047147D-02  0.35298125D+00  0.14115691D+00  0.13314628D+00  0.12841334D+00  0.85772318D+00  0.85575245D+00  0.86607711D+00  0.86970001D+00  0.86554404D+00  0.58564570D-02  0.57771341D-02  0.77838478D-02  0.47840277D-02  0.62717761D-02  0.54287869D-02  0.59519699D-02
    3   Si    2    16  0.12000000D+00  0.14000000D+02  0.13957176D+02 -0.28244074D-12  0.67883324D+00  0.35904098D+00  0.34586963D+00  0.33795524D+00  0.43829590D-01  0.45198123D-01  0.43948563D-01  0.38706944D-01  0.40607248D-01  0.62438858D-02  0.61510739D-02  0.83080375D-02  0.50435758D-02  0.66664254D-02  0.58603048D-02  0.63251637D-02  0.67883324D+00  0.35904098D+00  0.34586963D+00  0.33795524D+00  0.43829590D-01  0.45198123D-01  0.43948563D-01  0.38706944D-01  0.40607248D-01  0.62438858D-02  0.61510739D-02  0.83080375D-02  0.50435758D-02  0.66664254D-02  0.58603048D-02  0.63251637D-02
    4   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26095998D+02  0.21286992D+01  0.35298125D+00  0.14115691D+00  0.13314628D+00  0.12841334D+00  0.85772318D+00  0.85575245D+00  0.86607711D+00  0.86970001D+00  0.86554404D+00  0.58564570D-02  0.57771341D-02  0.77838478D-02  0.47840277D-02  0.62717761D-02  0.54287869D-02  0.59519699D-02  0.33591193D+00  0.13420657D+00  0.12684598D+00  0.12157094D+00  0.44146891D+00  0.44865800D+00  0.43263123D+00  0.44960856D+00  0.45139303D+00  0.58022207D-02  0.56648477D-02  0.77456251D-02  0.46878499D-02  0.62038572D-02  0.53451406D-02  0.59047147D-02
    5   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26095998D+02 -0.21286992D+01  0.33591193D+00  0.13420657D+00  0.12684598D+00  0.12157094D+00  0.44146891D+00  0.44865800D+00  0.43263123D+00  0.44960856D+00  0.45139303D+00  0.58022207D-02  0.56648477D-02  0.77456251D-02  0.46878499D-02  0.62038572D-02  0.53451406D-02  0.59047147D-02  0.35298125D+00  0.14115691D+00  0.13314628D+00  0.12841334D+00  0.85772318D+00  0.85575245D+00  0.86607711D+00  0.86970001D+00  0.86554404D+00  0.58564570D-02  0.57771341D-02  0.77838478D-02  0.47840277D-02  0.62717761D-02  0.54287869D-02  0.59519699D-02
    6   Si    2    16  0.12000000D+00  0.14000000D+02  0.13957176D+02 -0.27622349D-12  0.67883324D+00  0.35904098D+00  0.34586963D+00  0.33795524D+00  0.43829590D-01  0.45198123D-01  0.43948563D-01  0.38706944D-01  0.40607248D-01  0.62438858D-02  0.61510739D-02  0.83080375D-02  0.50435758D-02  0.66664254D-02  0.58603048D-02  0.63251637D-02  0.67883324D+00  0.35904098D+00  0.34586963D+00  0.33795524D+00  0.43829590D-01  0.45198123D-01  0.43948563D-01  0.38706944D-01  0.40607248D-01  0.62438858D-02  0.61510739D-02  0.83080375D-02  0.50435758D-02  0.66664254D-02  0.58603048D-02  0.63251637D-02
    7   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26095998D+02  0.21286992D+01  0.35298125D+00  0.14115691D+00  0.13314628D+00  0.12841334D+00  0.85772318D+00  0.85575245D+00  0.86607711D+00  0.86970001D+00  0.86554404D+00  0.58564570D-02  0.57771341D-02  0.77838478D-02  0.47840277D-02  0.62717761D-02  0.54287869D-02  0.59519699D-02  0.33591193D+00  0.13420657D+00  0.12684598D+00  0.12157094D+00  0.44146891D+00  0.44865800D+00  0.43263123D+00  0.44960856D+00  0.45139303D+00  0.58022207D-02  0.56648477D-02  0.77456251D-02  0.46878499D-02  0.62038572D-02  0.53451406D-02  0.59047147D-02
    8   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26095998D+02 -0.21286992D+01  0.33591193D+00  0.13420657D+00  0.12684598D+00  0.12157094D+00  0.44146891D+00  0.44865800D+00  0.43263123D+00  0.44960856D+00  0.45139303D+00  0.58022207D-02  0.56648477D-02  0.77456251D-02  0.46878499D-02  0.62038572D-02  0.53451406D-02  0.59047147D-02  0.35298125D+00  0.14115691D+00  0.13314628D+00  0.12841334D+00  0.85772318D+00  0.85575245D+00  0.86607711D+00  0.86970001D+00  0.86554404D+00  0.58564570D-02  0.57771341D-02  0.77838478D-02  0.47840277D-02  0.62717761D-02  0.54287869D-02  0.59519699D-02
    9   Si    2    16  0.12000000D+00  0.14000000D+02  0.13957176D+02 -0.33129055D-12  0.67883324D+00  0.35904098D+00  0.34586963D+00  0.33795524D+00  0.43829590D-01  0.45198123D-01  0.43948563D-01  0.38706944D-01  0.40607248D-01  0.62438858D-02  0.61510739D-02  0.83080375D-02  0.50435758D-02  0.66664254D-02  0.58603048D-02  0.63251637D-02  0.67883324D+00  0.35904098D+00  0.34586963D+00  0.33795524D+00  0.43829590D-01  0.45198123D-01  0.43948563D-01  0.38706944D-01  0.40607248D-01  0.62438858D-02  0.61510739D-02  0.83080375D-02  0.50435758D-02  0.66664254D-02  0.58603048D-02  0.63251637D-02
   10   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26095998D+02  0.21286992D+01  0.35298125D+00  0.14115691D+00  0.13314628D+00  0.12841334D+00  0.85772318D+00  0.85575245D+00  0.86607711D+00  0.86970001D+00  0.86554404D+00  0.58564570D-02  0.57771341D-02  0.77838478D-02  0.47840277D-02  0.62717761D-02  0.54287869D-02  0.59519699D-02  0.33591193D+00  0.13420657D+00  0.12684598D+00  0.12157094D+00  0.44146891D+00  0.44865800D+00  0.43263123D+00  0.44960856D+00  0.45139303D+00  0.58022207D-02  0.56648477D-02  0.77456251D-02  0.46878499D-02  0.62038572D-02  0.53451406D-02  0.59047147D-02
