# site betah h T M DoS(Ef) N Ef
sublattice 1 1.5 5.269800066099929e-05 5.546904273881129
sublattice 2 1.7452357248285422e-07 3.858464778965967e-11 34.90665530164412
1 1.5 5.855423393144917e-05 6.163646066738572 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
2 1.5 4.719120161996501e-05 4.967529090238418 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
3 1.5 5.8554233993810875e-05 6.163646073303012 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
4 1.5 4.7191201696806144e-05 4.967529098327016 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
5 1.5 4.733760561237192e-05 4.982940150001602 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
6 1.5 5.8791435567410224e-05 6.188614833298946 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
7 1.5 4.733760576981962e-05 4.982940166575152 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
8 1.5 5.8791435673246184e-05 6.188614844439665 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
9 1.5 4.7405301348132616e-05 4.990066067038122 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
10 1.5 5.9004139218258754e-05 6.211004844711765 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
11 1.5 4.740530154250466e-05 4.990066087498496 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
12 1.5 5.900413924593557e-05 6.2110048476251425 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
13 1.5 4.7298180744177044e-05 4.9787901325067265 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
14 1.5 5.697336472536461e-05 5.997237621282831 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
15 1.5 4.7298180778859534e-05 4.978790136157546 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
16 1.5 5.6973364756395035e-05 5.997237624549228 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
17 1.5 4.7440844487046406e-05 4.993807475071069 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
18 1.5 5.760183274099533e-05 6.063392614335194 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
19 1.5 4.744084455601575e-05 4.993807482331056 13.776701003171416 614.1508387660919 214.43772541122217 0.7330801838499937
