# type name nspin lmmax     conc            zat              qws             mws            ((idosws(lm,ns),lm=1,lmmax),ns=1,nspin)
    1   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26097477D+02  0.18606354D+01  0.34712696D+00  0.14170041D+00  0.13344167D+00  0.12845335D+00  0.82923279D+00  0.82618841D+00  0.84017412D+00  0.84765930D+00  0.84068555D+00  0.62139927D-02  0.61010301D-02  0.83001352D-02  0.50399718D-02  0.67154752D-02  0.57140387D-02  0.63090129D-02  0.33290554D+00  0.13582973D+00  0.12808795D+00  0.12250390D+00  0.46587534D+00  0.47203927D+00  0.46029980D+00  0.47675911D+00  0.48018337D+00  0.61646614D-02  0.59921216D-02  0.82737783D-02  0.49447686D-02  0.66518116D-02  0.56435449D-02  0.62661456D-02
    2   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26097477D+02 -0.18606354D+01  0.33290554D+00  0.13582973D+00  0.12808795D+00  0.12250390D+00  0.46587534D+00  0.47203927D+00  0.46029980D+00  0.47675911D+00  0.48018337D+00  0.61646614D-02  0.59921216D-02  0.82737783D-02  0.49447686D-02  0.66518116D-02  0.56435449D-02  0.62661456D-02  0.34712696D+00  0.14170041D+00  0.13344167D+00  0.12845335D+00  0.82923279D+00  0.82618841D+00  0.84017412D+00  0.84765930D+00  0.84068555D+00  0.62139927D-02  0.61010301D-02  0.83001352D-02  0.50399718D-02  0.67154752D-02  0.57140387D-02  0.63090129D-02
    3   Si    2    16  0.12000000D+00  0.14000000D+02  0.13947644D+02 -0.25224267D-12  0.66374416D+00  0.35732840D+00  0.34421880D+00  0.33539200D+00  0.46741982D-01  0.48104808D-01  0.46580199D-01  0.41224429D-01  0.43085563D-01  0.66404290D-02  0.65053323D-02  0.88765550D-02  0.53124687D-02  0.71470807D-02  0.61970259D-02  0.67228797D-02  0.66374416D+00  0.35732840D+00  0.34421880D+00  0.33539200D+00  0.46741982D-01  0.48104808D-01  0.46580199D-01  0.41224429D-01  0.43085563D-01  0.66404290D-02  0.65053323D-02  0.88765550D-02  0.53124687D-02  0.71470807D-02  0.61970259D-02  0.67228797D-02
    4   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26097477D+02  0.18606354D+01  0.34712696D+00  0.14170041D+00  0.13344167D+00  0.12845335D+00  0.82923279D+00  0.82618841D+00  0.84017412D+00  0.84765930D+00  0.84068555D+00  0.62139927D-02  0.61010301D-02  0.83001352D-02  0.50399718D-02  0.67154752D-02  0.57140387D-02  0.63090129D-02  0.33290554D+00  0.13582973D+00  0.12808795D+00  0.12250390D+00  0.46587534D+00  0.47203927D+00  0.46029980D+00  0.47675911D+00  0.48018337D+00  0.61646614D-02  0.59921216D-02  0.82737783D-02  0.49447686D-02  0.66518116D-02  0.56435449D-02  0.62661456D-02
    5   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26097477D+02 -0.18606354D+01  0.33290554D+00  0.13582973D+00  0.12808795D+00  0.12250390D+00  0.46587534D+00  0.47203927D+00  0.46029980D+00  0.47675911D+00  0.48018337D+00  0.61646614D-02  0.59921216D-02  0.82737783D-02  0.49447686D-02  0.66518116D-02  0.56435449D-02  0.62661456D-02  0.34712696D+00  0.14170041D+00  0.13344167D+00  0.12845335D+00  0.82923279D+00  0.82618841D+00  0.84017412D+00  0.84765930D+00  0.84068555D+00  0.62139927D-02  0.61010301D-02  0.83001352D-02  0.50399718D-02  0.67154752D-02  0.57140387D-02  0.63090129D-02
    6   Si    2    16  0.12000000D+00  0.14000000D+02  0.13947644D+02 -0.89706020D-13  0.66374416D+00  0.35732840D+00  0.34421880D+00  0.33539200D+00  0.46741982D-01  0.48104808D-01  0.46580199D-01  0.41224429D-01  0.43085563D-01  0.66404290D-02  0.65053323D-02  0.88765550D-02  0.53124687D-02  0.71470807D-02  0.61970259D-02  0.67228797D-02  0.66374416D+00  0.35732840D+00  0.34421880D+00  0.33539200D+00  0.46741982D-01  0.48104808D-01  0.46580199D-01  0.41224429D-01  0.43085563D-01  0.66404290D-02  0.65053323D-02  0.88765550D-02  0.53124687D-02  0.71470807D-02  0.61970259D-02  0.67228797D-02
    7   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26097477D+02  0.18606354D+01  0.34712696D+00  0.14170041D+00  0.13344167D+00  0.12845335D+00  0.82923279D+00  0.82618841D+00  0.84017412D+00  0.84765930D+00  0.84068555D+00  0.62139927D-02  0.61010301D-02  0.83001352D-02  0.50399718D-02  0.67154752D-02  0.57140387D-02  0.63090129D-02  0.33290554D+00  0.13582973D+00  0.12808795D+00  0.12250390D+00  0.46587534D+00  0.47203927D+00  0.46029980D+00  0.47675911D+00  0.48018337D+00  0.61646614D-02  0.59921216D-02  0.82737783D-02  0.49447686D-02  0.66518116D-02  0.56435449D-02  0.62661456D-02
    8   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26097477D+02 -0.18606354D+01  0.33290554D+00  0.13582973D+00  0.12808795D+00  0.12250390D+00  0.46587534D+00  0.47203927D+00  0.46029980D+00  0.47675911D+00  0.48018337D+00  0.61646614D-02  0.59921216D-02  0.82737783D-02  0.49447686D-02  0.66518116D-02  0.56435449D-02  0.62661456D-02  0.34712696D+00  0.14170041D+00  0.13344167D+00  0.12845335D+00  0.82923279D+00  0.82618841D+00  0.84017412D+00  0.84765930D+00  0.84068555D+00  0.62139927D-02  0.61010301D-02  0.83001352D-02  0.50399718D-02  0.67154752D-02  0.57140387D-02  0.63090129D-02
    9   Si    2    16  0.12000000D+00  0.14000000D+02  0.13947644D+02 -0.23625546D-12  0.66374416D+00  0.35732840D+00  0.34421880D+00  0.33539200D+00  0.46741982D-01  0.48104808D-01  0.46580199D-01  0.41224429D-01  0.43085563D-01  0.66404290D-02  0.65053323D-02  0.88765550D-02  0.53124687D-02  0.71470807D-02  0.61970259D-02  0.67228797D-02  0.66374416D+00  0.35732840D+00  0.34421880D+00  0.33539200D+00  0.46741982D-01  0.48104808D-01  0.46580199D-01  0.41224429D-01  0.43085563D-01  0.66404290D-02  0.65053323D-02  0.88765550D-02  0.53124687D-02  0.71470807D-02  0.61970259D-02  0.67228797D-02
   10   Fe    2    16  0.44000000D+00  0.26000000D+02  0.26097477D+02  0.18606354D+01  0.34712696D+00  0.14170041D+00  0.13344167D+00  0.12845335D+00  0.82923279D+00  0.82618841D+00  0.84017412D+00  0.84765930D+00  0.84068555D+00  0.62139927D-02  0.61010301D-02  0.83001352D-02  0.50399718D-02  0.67154752D-02  0.57140387D-02  0.63090129D-02  0.33290554D+00  0.13582973D+00  0.12808795D+00  0.12250390D+00  0.46587534D+00  0.47203927D+00  0.46029980D+00  0.47675911D+00  0.48018337D+00  0.61646614D-02  0.59921216D-02  0.82737783D-02  0.49447686D-02  0.66518116D-02  0.56435449D-02  0.62661456D-02
